tag,n,trolls,p,lam,regimen,loc,fracTrolls,mean_rho_W,mean_rho_LW,mean_rangoFinal,mean_stdFinal,mean_convTime,mean_P_norm_vs_trolls,mean_propNegNormals,mean_medianFinalNormals,mean_resid_fp,mean_medianFinal,mean_meanFinal,std_convTime,std_rangoFinal,std_stdFinal,prop_stochastic,prop_substochastic,prop_isStrongLW,mean_nSCC_W,mean_nSCC_LW,mean_periodW,mean_periodLW,prop_isStrongW,prop_isPrimLW,mean_nSCC_W_over_n,mean_nSCC_LW_over_n,mean_rho_emp_W,mean_NDI,mean_P2,mean_P4,prop_consenso,mean_k_needed
n300_trolls0_desconectada_medioPR_lam0.65,300,0,0.009506304124427,0.65,desconectada,medioPR,0,,0.650000000000003,0.502424081425649,0.10018638393537,17.54,NaN,0,0.554551320416808,6.96889211694307e-07,0.554551320416808,0.552301309434544,2.13053600614244,0.0391666161415193,0.0035079259887557,1,1,0,20.74,20.74,NaN,NaN,0,0,0.0691333333333333,0.0691333333333333,1,4.12069977608948,0.315096144265197,165.690392830363,0,30.6
n300_trolls0_desconectada_altoPR_lam0.65,300,0,0.009506304124427,0.65,desconectada,altoPR,0,,0.650000000000003,0.502424081425649,0.10018638393537,17.54,NaN,0,0.554551320416808,6.96889211694307e-07,0.554551320416808,0.552301309434544,2.13053600614244,0.0391666161415193,0.0035079259887557,1,1,0,20.74,20.74,NaN,NaN,0,0,0.0691333333333333,0.0691333333333333,1,4.12069977608948,0.315096144265197,165.690392830363,0,30.6
n300_trolls0_desconectada_bajoPR_lam0.80,300,0,0.009506304124427,0.8,desconectada,bajoPR,0,,0.800000000000005,0.325243648995276,0.0615231981650727,24.3,NaN,0,0.553569532159271,7.65142790475348e-07,0.553569532159271,0.552159414275698,5.3766312190168,0.0332237429380795,0.00312486850993442,1,1,0,20.74,20.74,NaN,NaN,0,0,0.0691333333333333,0.0691333333333333,1,1.38988291000707,0.308741274959282,165.647824282709,0,59
n300_trolls0_desconectada_medioPR_lam0.80,300,0,0.009506304124427,0.8,desconectada,medioPR,0,,0.800000000000005,0.325243648995276,0.0615231981650727,24.3,NaN,0,0.553569532159271,7.65142790475348e-07,0.553569532159271,0.552159414275698,5.3766312190168,0.0332237429380795,0.00312486850993442,1,1,0,20.74,20.74,NaN,NaN,0,0,0.0691333333333333,0.0691333333333333,1,1.38988291000707,0.308741274959282,165.647824282709,0,59
n300_trolls0_desconectada_altoPR_lam0.80,300,0,0.009506304124427,0.8,desconectada,altoPR,0,,0.800000000000005,0.325243648995276,0.0615231981650727,24.3,NaN,0,0.553569532159271,7.65142790475348e-07,0.553569532159271,0.552159414275698,5.3766312190168,0.0332237429380795,0.00312486850993442,1,1,0,20.74,20.74,NaN,NaN,0,0,0.0691333333333333,0.0691333333333333,1,1.38988291000707,0.308741274959282,165.647824282709,0,59
n300_trolls30_desconectada_bajoPR_lam0.20,300,30,0.009506304124427,0.2,desconectada,bajoPR,0.1,,0.196414043520043,1.93214864761239,0.503254111091508,7.02,0.769562300752223,0.00125925925925926,0.526832274571219,3.28427346072968e-07,0.506309224870922,0.385740789738745,0.141421356237309,0.0163664512892921,0.0018558830216558,1,1,0,20.74,48.56,NaN,NaN,0,0,0.0691333333333333,0.161866666666667,1,108.146285545527,0.401235555067506,175.745538920685,0,8
n300_trolls30_desconectada_medioPR_lam0.20,300,30,0.009506304124427,0.2,desconectada,medioPR,0.1,,0.186080034275322,1.92407109925319,0.498791865565335,7.02,0.720527104066432,0.00466666666666667,0.512153780726801,5.02536066847581e-07,0.491128947523242,0.365636601876253,0.141421356237309,0.0179322919295192,0.00197656558311444,1,1,0,20.74,63.44,NaN,NaN,0,0,0.0691333333333333,0.211466666666667,1,132.544606740995,0.381684117063426,169.827159572478,0,8
n300_trolls30_desconectada_altoPR_lam0.20,300,30,0.009506304124427,0.2,desconectada,altoPR,0.1,,0.161676496835153,1.91568610388017,0.49479513510926,7.06,0.681856591571744,0.0132592592592593,0.496226691251418,5.82245577063212e-07,0.475254042586831,0.344419679294459,0.239897937482095,0.0200735156940419,0.00265231075796574,1,1,0,20.74,80.18,NaN,NaN,0,0,0.0691333333333333,0.267266666666667,1,151.837259598555,0.362672789302496,163.821853960722,0,7.74
n300_trolls30_desconectada_bajoPR_lam0.35,300,30,0.009506304124427,0.35,desconectada,bajoPR,0.1,,0.343724576160076,1.88769276004194,0.489900962977351,10.08,0.769562300752223,0.00303703703703704,0.527797967951124,6.07457864412742e-07,0.5065371409804,0.374529967530096,0.340467865366085,0.0224704398328296,0.00231913634009869,1,1,0,20.74,48.56,NaN,NaN,0,0,0.0691333333333333,0.161866666666667,1,97.5353611687737,0.379508910031205,172.455595335753,0,12.88
n300_trolls30_desconectada_medioPR_lam0.35,300,30,0.009506304124427,0.35,desconectada,medioPR,0.1,,0.325640059981813,1.87318943358331,0.483062486177416,11,0.720527104066432,0.0131851851851852,0.49239840070712,4.3776240872373e-07,0.469596939122107,0.333237582291076,0,0.0222171785786063,0.00271371742932187,1,1,0,20.74,63.44,NaN,NaN,0,0,0.0691333333333333,0.211466666666667,1,116.256105989252,0.343668710947472,160.603646355434,0,12.2
n300_trolls30_desconectada_altoPR_lam0.35,300,30,0.009506304124427,0.35,desconectada,altoPR,0.1,,0.282933869461517,1.85084815964885,0.4756942659226,11,0.681856591571744,0.0408148148148148,0.449719361197197,3.68798875095e-07,0.42112387539838,0.28603199031856,0.202030508910442,0.02918915579492,0.0040020853305664,1,1,0,20.74,80.18,NaN,NaN,0,0,0.0691333333333333,0.267266666666667,1,126.835606918572,0.307448632406159,148.01175344753,0,11
n300_trolls30_desconectada_bajoPR_lam0.50,300,30,0.009506304124427,0.5,desconectada,bajoPR,0.1,,0.491035108800108,1.83312986993939,0.478565010825917,15.08,0.769562300752223,0.0062962962962963,0.519262654154503,7.73370077762348e-07,0.500010421640564,0.358681787949557,0.340467865366085,0.0267035776405076,0.00298989349596045,1,1,0,20.74,48.56,NaN,NaN,0,0,0.0691333333333333,0.161866666666667,1,89.0342995400987,0.356974479248752,168.0120322826,0,19.42
n300_trolls30_desconectada_medioPR_lam0.50,300,30,0.009506304124427,0.5,desconectada,medioPR,0.1,,0.465200085688305,1.80868265419876,0.468405898238992,16.04,0.720527104066432,0.0305925925925926,0.452476427995101,7.45458692930634e-07,0.427315533579347,0.286276524081609,0.197948663722157,0.0260440494600599,0.00378041980182755,1,1,0,20.74,63.44,NaN,NaN,0,0,0.0691333333333333,0.211466666666667,1,101.752781997493,0.30071873901171,148.292778463064,0,18.34
