tag,replica,regimen,loc,fracTrolls,lambda,rangoFinal,stdFinal,medianFinal,meanFinal,propNeg,medianNorm,NDI,resid,tconv,rho_lambdaW,nSCC
n300_trolls0_desconectada_bajo_pr_lam0.10,1,desconectada,bajo_pr,0,0.1,0.91640457085242,0.234168226778657,0.527106191273041,0.554704310722009,0,0.527106191273041,33.6771210230187,2.39990912032084e-07,5,0.100000000000001,23
n300_trolls0_desconectada_bajo_pr_lam0.10,2,desconectada,bajo_pr,0,0.1,0.908281645377677,0.232819554481637,0.524486684558678,0.55460991626469,0,0.524486684558678,33.9768264229023,2.23615314931536e-07,5,0.1,16
n300_trolls0_desconectada_bajo_pr_lam0.10,3,desconectada,bajo_pr,0,0.1,0.932589369369859,0.236480998412175,0.529954665560183,0.556606397751137,0,0.529954665560183,30.5718871236661,1.88921325361413e-07,5,0.100000000000001,17
n300_trolls0_desconectada_bajo_pr_lam0.10,4,desconectada,bajo_pr,0,0.1,0.915830606901955,0.234143587910989,0.522775250707673,0.555602182001089,0,0.522775250707673,33.4950183965271,3.81504133284416e-07,5,0.1,22
n300_trolls0_desconectada_bajo_pr_lam0.10,5,desconectada,bajo_pr,0,0.1,0.915185925053975,0.23462816957292,0.526545974301303,0.554656611930136,0,0.526545974301303,31.6048763533042,2.9769928211465e-07,5,0.100000000000001,12
n300_trolls0_desconectada_bajo_pr_lam0.10,6,desconectada,bajo_pr,0,0.1,0.886678679776478,0.235372028266592,0.517656083583697,0.55431532946264,0,0.517656083583697,29.7647368256326,4.36986724638988e-07,5,0.100000000000002,20
n300_trolls0_desconectada_bajo_pr_lam0.10,7,desconectada,bajo_pr,0,0.1,0.88613436897939,0.233401608091338,0.524308458939265,0.553497714914094,0,0.524308458939265,33.9583265504399,7.10228513361999e-07,5,0.100000000000001,17
n300_trolls0_desconectada_bajo_pr_lam0.10,8,desconectada,bajo_pr,0,0.1,0.912017448253104,0.234342500876071,0.528185018578805,0.555869791661149,0,0.528185018578805,31.7610721914352,3.49298819091182e-07,5,0.0999999999999999,23
n300_trolls0_desconectada_bajo_pr_lam0.10,9,desconectada,bajo_pr,0,0.1,0.911793805832604,0.235549223165351,0.527936871827845,0.55645329346725,0,0.527936871827845,30.6807879079699,1.87915100258174e-07,5,0.100000000000001,20
n300_trolls0_desconectada_bajo_pr_lam0.10,10,desconectada,bajo_pr,0,0.1,0.921459258965897,0.234663773425833,0.524475765088086,0.553973146337563,0,0.524475765088086,31.684739714231,2.12249592623781e-07,5,0.100000000000001,13
n300_trolls0_desconectada_bajo_pr_lam0.10,11,desconectada,bajo_pr,0,0.1,0.911270681273058,0.234493664621557,0.522353228739095,0.556074314580878,0,0.522353228739095,31.3833829576207,1.34891131042814e-07,5,0.1,22
n300_trolls0_desconectada_bajo_pr_lam0.10,12,desconectada,bajo_pr,0,0.1,0.901397501626497,0.234236276020165,0.517852140294056,0.554427539755361,0,0.517852140294056,33.127487583881,2.14379133112175e-07,5,0.100000000000001,19
n300_trolls0_desconectada_bajo_pr_lam0.10,13,desconectada,bajo_pr,0,0.1,0.920381464720237,0.234026911337889,0.521565038704638,0.553469110680753,0,0.521565038704638,33.2961002365891,1.85019602916281e-07,5,0.1,13
n300_trolls0_desconectada_bajo_pr_lam0.10,14,desconectada,bajo_pr,0,0.1,0.928846417984506,0.235749338623345,0.527110167484328,0.554872252513107,0,0.527110167484328,31.0519954984468,2.71741295909678e-07,5,0.1,8
n300_trolls0_desconectada_bajo_pr_lam0.10,15,desconectada,bajo_pr,0,0.1,0.917082858563624,0.235896094358854,0.526269602943897,0.552789693425807,0,0.526269602943897,30.873904700891,1.62410743242969e-07,5,0.100000000000001,21
n300_trolls0_desconectada_bajo_pr_lam0.10,16,desconectada,bajo_pr,0,0.1,0.895280406189693,0.23293664049535,0.531839177709812,0.556498027712203,0,0.531839177709812,32.9152749453657,2.86540314753392e-07,5,0.1,22
n300_trolls0_desconectada_bajo_pr_lam0.10,17,desconectada,bajo_pr,0,0.1,0.929555255679809,0.2348526029427,0.524500673414722,0.55597867051736,0,0.524500673414722,30.9887885319216,2.06672865599167e-07,5,0.1,20
n300_trolls0_desconectada_bajo_pr_lam0.10,18,desconectada,bajo_pr,0,0.1,0.902393492417247,0.234097214488463,0.5228120448948,0.555481896357526,0,0.5228120448948,33.6458136878182,1.64875621377902e-07,5,0.100000000000001,18
n300_trolls0_desconectada_bajo_pr_lam0.10,19,desconectada,bajo_pr,0,0.1,0.920793889531144,0.235290142887972,0.526025842080821,0.553476518666232,0,0.526025842080821,31.4720384497171,2.70202377139483e-07,5,0.1,22
