tag,replica,regimen,loc,fracTrolls,lambda,rango_final,std_final,median_final,mean_final,prop_neg,median_norm,resid,t_conv,rho_lambdaW,nSCC
n300_trolls0_desconectada_alto_pr_lam0.85,31,desconectada,alto_pr,0,0.85,0.249603601476235,0.0488642206279504,0.568451155708192,0.567532886968648,0,0.568451155708192,8.74972889752801e-07,26,0.850000000000008,32
n300_trolls0_desconectada_alto_pr_lam0.85,32,desconectada,alto_pr,0,0.85,0.277277151277952,0.0483918318094633,0.548697195803699,0.545529090349449,0,0.548697195803699,7.10862946395885e-07,27,0.850000000000007,8
n300_trolls0_desconectada_alto_pr_lam0.85,33,desconectada,alto_pr,0,0.85,0.258475247977447,0.0493209224226626,0.543926932157176,0.543873712780521,0,0.543926932157176,9.33309442063823e-07,35,0.850000000000011,18
n300_trolls0_desconectada_alto_pr_lam0.85,34,desconectada,alto_pr,0,0.85,0.222145086383968,0.0473514166884488,0.562891955655703,0.560025520176699,0,0.562891955655703,5.61749777028275e-07,30,0.850000000000006,23
n300_trolls0_desconectada_alto_pr_lam0.85,35,desconectada,alto_pr,0,0.85,0.294582981618684,0.0484867715020848,0.544960584386886,0.541709929763001,0,0.544960584386886,5.9916615791078e-07,25,0.850000000000006,28
n300_trolls0_desconectada_alto_pr_lam0.85,36,desconectada,alto_pr,0,0.85,0.253264717787321,0.0502121612102313,0.557749215805575,0.558702433110423,0,0.557749215805575,7.49035243607921e-07,47,0.850000000000007,27
n300_trolls0_desconectada_alto_pr_lam0.85,37,desconectada,alto_pr,0,0.85,0.268409585225736,0.049737187618401,0.563305769518877,0.562078422430256,0,0.563305769518877,8.25926112613118e-07,30,0.850000000000003,19
n300_trolls0_desconectada_alto_pr_lam0.85,38,desconectada,alto_pr,0,0.85,0.251230357627183,0.0462435001141133,0.563130203846207,0.56093232672789,0,0.563130203846207,9.4932336713871e-07,27,0.850000000000001,18
n300_trolls0_desconectada_alto_pr_lam0.85,39,desconectada,alto_pr,0,0.85,0.225572272038749,0.0488929584272079,0.530450409994876,0.53181839234242,0,0.530450409994876,5.01446704825881e-07,26,0.850000000000008,16
n300_trolls0_desconectada_alto_pr_lam0.85,40,desconectada,alto_pr,0,0.85,0.234548498298839,0.0495056643600777,0.535414292490869,0.536849168470053,0,0.535414292490869,4.99777120799294e-07,25,0.850000000000007,17
n300_trolls0_desconectada_alto_pr_lam0.85,41,desconectada,alto_pr,0,0.85,0.281432473866896,0.0483532748114312,0.555091243962067,0.553509076181401,0,0.555091243962067,5.90961410362745e-07,25,0.850000000000003,19
n300_trolls0_desconectada_alto_pr_lam0.85,42,desconectada,alto_pr,0,0.85,0.285230562260972,0.0501109841439532,0.545184451819773,0.53782683040901,0,0.545184451819773,8.28685037757015e-07,26,0.850000000000006,15
n300_trolls0_desconectada_alto_pr_lam0.85,43,desconectada,alto_pr,0,0.85,0.222252387749968,0.047847660957116,0.54612396373589,0.541527235227579,0,0.54612396373589,7.75106079542454e-07,25,0.850000000000005,16
