sentimiento_escalado
0.76335
0.29905000000000004
0.8548
0.46435
0.7377
0.5
0.8753
0.6806
0.60115
0.5
0.8062
0.9467
0.6591
0.74695
0.74695
0.82985
0.40615
0.6909
0.78335
0.24469999999999997
0.8301000000000001
0.5
0.1285
0.2847
0.8984
0.7787
0.12104999999999999
0.5
0.5
0.59505
0.6591
0.6909
0.76115
0.698
0.14079999999999998
0.5
0.5
0.92765
0.22444999999999998
0.83525
0.9277500000000001
0.74695
0.6591
0.14175
0.57655
0.8007500000000001
0.94425
0.5
0.8548
0.70095
0.5
0.17015000000000002
0.5
0.15789999999999998
0.29835
0.8062
0.30910000000000004
0.5
0.9521
0.5
0.36224999999999996
0.6909
0.2798
0.81245
0.9037
0.7553000000000001
0.9088
0.5386
0.81245
0.5
0.375
0.26165
0.21765
0.2213
0.10930000000000001
0.5
0.15155000000000002
0.6909
0.71225
0.71075
0.5
0.81845
0.648
0.4871
0.5
0.3083
0.18755
0.28045
0.85015
0.41725
0.71075
0.58475
0.5
0.5386
0.5
0.6591
0.5
0.5
0.7553000000000001
0.03589999999999999
0.38685
0.5386
0.21405000000000002
0.15460000000000002
0.7383500000000001
0.25305
0.5
0.38685
0.7553000000000001
0.39885
0.4858
0.83525
0.11085
0.5386
0.5
0.5
0.8787
0.7383500000000001
0.5
0.6806
0.83525
0.56375
0.4614
0.9211
0.70095
0.2706
0.8548
0.5
0.5
0.9706
0.3409
0.5
0.14984999999999998
0.5
0.7383500000000001
0.06509999999999999
0.28925
0.3194
0.46415
0.5
0.5
0.5
0.6366
0.88915
0.5
0.5
0.352
0.8453999999999999
0.4742
0.25305
0.3634
0.5
0.5
0.8548
0.7997000000000001
0.58895
0.7852
0.15960000000000002
0.5
0.70095
0.73765
0.2622
0.5
0.3634
0.8714999999999999
0.74695
0.15460000000000002
0.96155
0.7202
0.352
0.5
0.12755
0.5
0.8953
0.25305
0.5
0.14984999999999998
0.70095
0.72925
0.12469999999999998
0.901
0.3543
0.5
0.59505
0.30910000000000004
0.57655
0.57855
0.77815
0.8062
0.26165
0.5
0.5
0.5322
0.5
0.8404
0.5
0.375
0.7383500000000001
0.21405000000000002
0.5
0.03915000000000002
0.5
0.8825000000000001
0.1175
0.92405
0.13655
0.5
0.436
0.5
0.7294
0.70095
0.97795
0.625
0.74695
0.6591
0.5
0.7294
0.3881
0.5
0.93125
0.436
0.5
0.39595
0.5
0.6902
0.74695
0.81845
0.15960000000000002
0.7202
0.5
0.89455
0.77115
0.8875
0.79295
0.76115
0.09615000000000001
0.70095
0.96965
0.7202
0.375
0.352
0.7787
0.23665000000000003
0.24469999999999997
0.60115
0.81845
0.5
0.6591
0.96965
0.7383500000000001
0.8243
0.8592
0.26165
0.9722999999999999
0.5
0.5
0.77815
0.7202
0.78545
0.17859999999999998
0.71075
0.60115
0.67
0.7202
0.8765000000000001
0.8548
0.375
0.7787
0.5
0.5
0.68865
0.8753
0.79295
0.08200000000000002
0.6806
0.5386
0.898
0.9478500000000001
0.6591
0.5
0.71955
0.5
0.61315
0.81845
0.81845
0.9311
0.3409
0.04235
0.6806
0.96085
0.6806
0.9063
0.7787
0.67
0.74695
0.025349999999999984
0.5
0.7553000000000001
0.2706
0.5
0.6366
0.5
0.3409
0.5
0.024950000000000028
0.22885
0.21405000000000002
0.67
0.901
0.925
0.52165
0.4614
0.4871
0.74695
0.5703
0.5
0.7553000000000001
0.6591
0.5
0.9147000000000001
0.33340000000000003
0.3228
0.70095
0.40835
0.76635
0.7383500000000001
0.6909
0.5
0.2213
0.8842
0.5
0.8548
0.5
0.375
0.25305
0.91355
0.9200999999999999
0.61315
0.1593
0.38685
0.4742
0.5
0.70095
0.67
0.5
0.6191
0.6591
0.5
0.5
0.72485
0.06104999999999999
0.1593
0.67
0.7553000000000001
0.5
0.92475
0.4614
0.24885000000000002
0.12469999999999998
0.5
0.5
0.57655
0.7202
0.81245
0.39885
0.5
0.375
0.74905
0.26165
0.67
0.352
0.436
0.06874999999999998
0.76335
0.20365
0.5
0.06324999999999997
0.8243
0.375
0.12469999999999998
0.182
0.8972
0.012199999999999989
0.375
0.57655
0.88585
0.6806
0.7383500000000001
0.5
0.901
0.6806
0.25305
0.9277500000000001
0.5
0.5
0.76335
0.30910000000000004
0.5
0.3194
0.67
0.27075
0.5
0.55135
0.38685
0.74695
0.26165
0.60115
0.5
0.7859499999999999
0.69375
0.3634
0.9638
0.7202
0.71075
0.17570000000000002
0.5
0.41105
0.5
0.5
0.5
0.8404
0.7787
0.5
0.8592
0.5
0.26165
0.61315
0.5377
0.74695
0.86755
0.2213
0.11580000000000001
0.7787
0.6909
0.8982
0.1452
0.08645000000000003
0.5
0.5
0.67
0.8714999999999999
0.5
0.5
0.80835
0.4871
0.20705
0.202
0.5
0.70095
0.6806
0.5
0.7997000000000001
0.54285
0.19379999999999997
0.81245
0.5
0.0625
0.36224999999999996
0.7787
0.20029999999999998
0.44865
0.6366
0.035650000000000015
0.5
0.26165
0.81245
0.5
0.7787
0.5
0.5
0.7553000000000001
0.5
0.17520000000000002
0.8062
0.14079999999999998
0.7084
0.29905000000000004
0.41525
0.5
0.82985
0.5
0.2706
0.12104999999999999
0.4742
0.19615
0.5
0.1452
0.12869999999999998
0.6806
0.67955
0.7997000000000001
0.8404
0.92955
0.24469999999999997
0.81845
0.32999999999999996
0.5
0.20029999999999998
0.5
0.88915
0.79295
0.81245
0.32999999999999996
0.5
0.5640000000000001
0.70095
0.30625
0.41105
0.5
0.5258
0.12104999999999999
0.3409
0.83525
0.32999999999999996
0.455
0.7787
0.86755
0.6591
0.5386
0.10775000000000001
0.79295
0.86755
0.5
0.20029999999999998
0.5
0.8592
0.16799999999999998
0.8933
0.44865
0.5
0.60115
0.4871
0.9417
0.42345
0.5
0.77475
0.7553000000000001
0.7377
0.8982
0.81245
0.82985
0.60115
0.25305
0.57655
0.5386
0.37945
0.8155
0.5
0.8062
0.5386
0.5386
0.86755
0.19379999999999997
0.7202
0.39155
0.42345
0.8953
0.5
0.7202
0.21405000000000002
0.3409
0.9854499999999999
0.32015
0.5
0.36224999999999996
0.2213
0.71075
0.352
0.375
0.9031
0.18755
0.9580500000000001
0.4742
0.5761000000000001
0.8062
0.96495
0.13245
0.81845
0.8062
0.5
0.12104999999999999
0.61315
0.25405
0.14984999999999998
0.4871
0.93435
0.5
0.86345
0.88585
0.5
0.89455
0.13245
0.51935
0.6909
0.71075
0.018100000000000005
0.55135
0.82985
0.4614
0.26165
0.1285
0.9158
0.70095
0.8538
0.81245
0.5
0.8953
0.28925
0.20755
0.49045
0.9375
0.26165
0.8548
0.06929999999999997
0.5
0.25405
0.7377
0.5
0.9088
0.5
0.8771
0.5
0.375
0.3607
0.07405
0.18155
0.20029999999999998
0.5
0.32999999999999996
0.55135
0.04409999999999997
0.5
0.5
0.5482
0.0937
0.6366
0.8243
0.81845
0.5
0.123
0.3194
0.16475
0.4871
0.8825000000000001
0.4871
0.5129
0.5
0.85015
0.26165
0.59675
0.035650000000000015
0.70095
0.5
0.5386
0.06709999999999999
0.28925
0.6909
0.93445
0.7287
0.42345
0.8658
0.5
0.3634
0.81245
0.352
0.29905000000000004
0.38685
0.5386
0.6591
0.81845
0.0393
0.81245
0.5
0.16604999999999998
0.8062
0.7084
0.6806
0.5
0.4614
0.7383500000000001
0.5
0.7859499999999999
0.6872
0.545
0.1175
0.9630000000000001
0.26165
